id,first_name,last_name,age,parent_1,parent_1 occupation,parent_1_education,parent_2,parent_2_education,parent_2_occupation,phone,household_income,number_siblings,other_household_members,mode_transport,attendance,days_membership,school_tardiness,after_school,after_school_external,primary_student_language,primary_household_language,at_risk,homeless,special_education,state_agencies_involved,reduced_lunch,suspensions,mcas,reading_levels,attended-preschool
34806575,Melly,Dicke,14,Audy,Service,none,Griffy,none,Other,978-260-8709,$75000 to $99999,4,0,car,119,180,0,,,spanish,english,,,,,TRUE,,P,Exceeding,
10432901,Elsworth,Hazeltine,8,Amaleta,Science,associate,Jamill,associate,Office,978-108-9599,$100000 to $149999,2,,car,180,180,0,,,spanish,english,,,,,,,A,,TRUE
16738753,Clotilda,Ramsden,12,Faye,Office,none,Selby,none,Natural Resources,978-428-7000,$100000 to $149999,2,,car,180,180,0,,,spanish,english,,,,,,,,Partially_Meeting,TRUE
21147405,Drew,Seery,16,Shani,Sales,associate,,,,978-472-4148,$75000 to $99999,2,4,car,180,180,0,,,,english,,,,,,,NI,Exceeding,TRUE
22146482,Pete,Dekeyser,10,Andria,Management,masters,Der,none,Office,978-110-4852,$50000 to $74999,4,,car,180,180,0,,,english,english,,,TRUE,,,,P,Meeting,TRUE
81385512,Gipsy,Petrolli,5,Kristel,,none,Krishnah,,Business,978-089-4555,$75000 to $99999,3,,car,180,180,0,,,english,english,,,,,,,,Exceeding,
94539742,Mae,Bazelle,12,Rachel,Other,none,,,,978-158-4549,$100000 to $149999,3,,car,180,180,0,,,english,english,,,,,TRUE,,P,,TRUE
61348956,Gussie,Yorke,12,Eirena,Other,associate,Pinchas,none,Office,978-239-6301,$50000 to $74999,4,,car,180,180,0,,,english,spanish,,,,,,,W,Not_Meeting,
10890187,Krissy,Braithwait,10,Cal,,associate,Cy,,,978-542-7387,$150000 or more,1,,car,180,180,0,,,english,english,,,,,,,P,Exceeding,TRUE
84505834,Rebekkah,McColm,17,Diannne,Management,none,Rolfe,associate,Business,978-436-1904,$100000 to $149999,2,,car,180,180,0,,,english,english,TRUE,,,,TRUE,,NI,,TRUE
23633252,Hercule,Kops,7,Madelin,Service,masters,,,,978-217-5030,$25000 to $34999,4,,car,85,180,0,TRUE,Boys & Girls Club,english,english,,,,,,,PRG,Not_Meeting,
31531733,Michelina,Simoni,13,Nicolina,Business,none,Gil,none,Science,978-157-8175,$35000 to $49999,1,,walk,180,180,0,,,spanish,english,,,,,TRUE,,P,Partially_Meeting,
28043998,Edithe,Weddup,6,Shara,Business,trade,,,,978-404-9500,$50000 to $74999,4,1,car,89,180,0,,,english,spanish,,,,,TRUE,,,Meeting,TRUE
85092666,Aleksandr,Roeby,6,Nissa,Other,none,,,,978-254-9309,$100000 to $149999,4,,car,180,180,0,,,,english,,,,,TRUE,,,Exceeding,
10291151,Veda,Quinion,5,Laina,Business,associate,Rochester,masters,Business,978-313-0798,$150000 or more,0,,car,175,180,0,TRUE,Discovery,spanish,english,,,,,,,,Exceeding,
54643267,Cammi,McGlaud,8,Tiffani,Business,none,Patsy,none,,978-198-7471,$150000 or more,0,,car,180,180,0,,,english,spanish,,,,,,,P,Exceeding,TRUE
92395537,Bartolemo,Salman,15,Loralie,Sales,associate,Ephrem,none,Science,978-681-2257,$35000 to $49999,4,2,car,144,180,0,,,spanish,english,,,,,TRUE,,P,Partially_Meeting,
35709489,Ashbey,Audritt,15,Rois,Management,associate,,,,978-788-2739,$50000 to $74999,3,,car,168,180,0,,,english,english,,,,,,,P,Meeting,
19836868,Lorain,Weond,14,Annissa,Management,associate,,,,978-851-3791,$100000 to $149999,3,,car,,180,0,,,english,english,,,,,,,PRG,Not_Meeting,TRUE
89198679,Morty,Crick,12,Pammy,Arts,associate,,,,978-809-8459,$50000 to $74999,2,4,car,180,180,0,,,spanish,english,,,TRUE,,TRUE,,NI,Exceeding,TRUE
75387590,Walsh,Dumbell,10,Belinda,Other,none,Giraldo,associate,Service,978-455-2747,$20000 to $24999,3,,car,180,180,0,,,english,english,,,TRUE,,TRUE,,NI,Meeting,
19500236,Olivia,Kenworth,16,Gabriela,,none,,,,978-810-4906,$75000 to $99999,1,,car,180,180,0,,,spanish,english,TRUE,,TRUE,TRUE,,,NI,,
25194048,Deloris,Smorfit,7,Sharia,Service,none,,,,978-225-0388,$100000 to $149999,0,,car,180,180,0,,,english,spanish,,,TRUE,,,,NI,Exceeding,
896350,Weider,Daoust,7,Annmarie,Business,none,Kippy,none,Service,978-480-6293,$50000 to $74999,1,0,car,180,180,0,,,english,spanish,,,,,,,P,Meeting,TRUE
7437510,Gwenny,Derkes,14,Klara,Management,associate,Gustavus,associate,,978-053-7124,$75000 to $99999,2,,walk,180,180,0,,,spanish,english,,,,,,,A,Partially_Meeting,TRUE
21731454,Jaimie,McKendry,11,Berri,,none,,,,978-727-5619,$35000 to $49999,2,,car,119,180,0,,,english,spanish,,,,,TRUE,,P,Not_Meeting,
61955771,Hadlee,Payley,17,Harriott,Other,none,,,,978-049-2465,$35000 to $49999,3,4,car,180,180,0,,,english,english,,,,,TRUE,,NI,Not_Meeting,
73310916,Nataline,Elliott,13,La verne,Office,masters,,,,978-206-2714,$50000 to $74999,0,,walk,180,180,0,,,spanish,english,,,,,,,W,,
8202474,Yulma,Tabart,9,Donetta,,masters,Adler,none,Business,978-011-9348,$150000 or more,1,,car,94,180,0,,,english,spanish,,,,,TRUE,,NI,Not_Meeting,
16036654,Bette,Melarkey,5,Karia,Management,none,York,masters,Sales,978-714-2366,$50000 to $74999,4,,car,180,180,0,,,english,spanish,,,,,,,,Exceeding,TRUE
81907388,Alis,Shotton,12,Gretel,Science,none,Nealy,associate,Service,978-906-7795,$50000 to $74999,3,,walk,74,180,0,,,english,english,,,,,TRUE,,W,Not_Meeting,TRUE
316063,Grenville,Putterill,16,Anna-maria,Service,none,Antonius,associate,Sales,978-319-3855,$50000 to $74999,4,,walk,180,180,0,TRUE,Discovery,spanish,english,TRUE,,,,,,NI,Exceeding,
45669095,Tremain,Nyles,6,Evie,,associate,Lucian,,Office,978-737-5938,$100000 to $149999,3,,car,180,180,0,,,english,spanish,,,TRUE,,,,,Partially_Meeting,
31195339,Seumas,Tolomei,17,Alicea,,none,,,,978-957-5413,$75000 to $99999,1,,car,180,180,0,,,english,english,,,,,,,NI,Partially_Meeting,TRUE
66728443,Harriet,Chancelier,9,Erminia,Science,none,,,,978-455-0490,$100000 to $149999,2,0,car,180,180,0,,,english,english,TRUE,,,,TRUE,,NI,Meeting,
46945109,Annmaria,Abbitt,13,Katy,Sales,associate,Putnam,none,Business,978-788-3621,$75000 to $99999,3,,walk,180,180,0,,,english,english,,,TRUE,,,,A,Meeting,TRUE
2273459,Elbertina,Grayson,9,Callida,Office,bachelor's,,,,978-450-7551,$100000 to $149999,4,,walk,180,180,0,,,english,english,,,,,,,NI,Exceeding,TRUE
70090161,Charlotta,Cossell,8,Hildagarde,,associate,Willy,,Maintenance,978-720-6100,$100000 to $149999,3,,bike,180,180,0,,,english,english,,,,,TRUE,,NI,Partially_Meeting,TRUE
6460516,Melva,Van Vuuren,9,Billi,Service,none,,,,978-418-7767,$35000 to $49999,2,,walk,180,180,1,,,english,english,,,TRUE,,TRUE,,P,,
87258912,Jobie,Reekie,13,Laney,Science,associate,Leupold,associate,Office,978-394-0244,$50000 to $74999,0,4,car,180,180,0,,,english,english,,,,,TRUE,,,Meeting,
53606246,Aggi,Gaskill,18,Rhody,Service,associate,Artair,,Science,978-993-4808,$35000 to $49999,4,,car,180,180,0,TRUE,Discovery,,english,,,,,,,P,Not_Meeting,TRUE
76553253,Kirstyn,Romke,8,Jori,,associate,Otes,,,978-006-4974,$35000 to $49999,1,,car,180,180,0,,,english,spanish,TRUE,,,,TRUE,,P,Meeting,
42860549,Obediah,Hort,17,Tomi,,none,,,,978-553-7081,$150000 or more,4,2,car,180,180,0,,,,english,,,,,,,,Not_Meeting,
62446904,Carry,Pucknell,12,Maryellen,Arts,none,,,,978-061-4442,$100000 to $149999,3,,car,180,180,0,,,,english,,,TRUE,,TRUE,,P,Not_Meeting,TRUE
97192202,Shell,Gaine,14,Pollyanna,Office,,,,,978-952-4891,$100000 to $149999,1,,car,180,180,0,,,,english,,,,,TRUE,,,Partially_Meeting,TRUE
7732818,Barbi,Lineker,8,Sherline,Service,bachelor's,,,,978-963-1798,$150000 or more,0,,car,180,180,0,,,english,english,,,,,,,A,Not_Meeting,TRUE
9733669,Amandie,McKerrow,18,Alyss,Sales,none,Waverly,,Management,978-689-2641,$100000 to $149999,0,4,car,180,180,0,,,,english,,,,,TRUE,,P,Partially_Meeting,
79550640,Win,Lumsdaine,9,Adaline,Service,associate,Aubert,trade,Maintenance,978-911-9446,$100000 to $149999,4,,car,180,180,0,,,,english,,,,,TRUE,,A,Not_Meeting,
90078237,Fonzie,Wallage,12,Ermentrude,,none,,,,978-913-5798,$75000 to $99999,1,,walk,180,180,0,,,english,english,,,,TRUE,,,W,Not_Meeting,
8932656,Tomas,Annetts,12,Jesse,,associate,,,,978-359-8183,$35000 to $49999,2,,car,130,180,0,,,spanish,english,,,,,TRUE,,P,Not_Meeting,
65835212,Suki,Cockshtt,11,Gretel,Maintenance,associate,Augustine,associate,Other,978-622-8083,$100000 to $149999,1,,walk,180,180,0,,,english,english,,,,,TRUE,,NI,Not_Meeting,
32557903,Kameko,MacKean,7,Mahalia,Office,none,,,,978-378-8378,$75000 to $99999,0,,car,175,180,0,,,english,spanish,,,,,TRUE,,PRG,Not_Meeting,
83065611,Harvey,Halls,18,Esmaria,Sales,associate,Gordie,none,Service,978-186-8510,$10000 to $14999,2,,car,180,180,0,TRUE,Boys & Girls Club,english,english,,,,,,,W,Not_Meeting,
17735992,Angelo,Millwall,13,Farrah,,associate,,,,978-196-3197,$35000 to $49999,0,,car,180,180,0,,,spanish,english,,,,,,,W,Exceeding,
12690591,Town,Pouck,8,Jocelin,Sales,none,Monty,none,Sales,978-973-8506,$100000 to $149999,1,,car,180,180,0,,,english,english,,,,,,,NI,Partially_Meeting,
35783591,Florinda,Gatrell,5,Melloney,Management,,Pacorro,,Science,978-070-4039,$35000 to $49999,3,,car,180,180,0,,,english,english,,,TRUE,,,,,,
43720802,Karna,Sleaford,14,Bernadette,Business,bachelor's,Berkie,none,Sales,978-963-1496,$50000 to $74999,3,,car,180,180,0,,,english,english,,,,,,,P,Exceeding,TRUE
36475949,Tessa,Ewbanche,7,Wilma,,trade,Werner,associate,Construction,978-787-1532,$50000 to $74999,4,,car,130,180,1,,,,english,,,,,,,P,Not_Meeting,
31712615,Hilliary,Showalter,10,Saree,Business,none,Toddy,associate,Management,978-804-0340,$20000 to $24999,4,,car,180,180,0,,,english,english,,,,,,,,Partially_Meeting,TRUE
64379021,Renata,Enston,11,Aime,Production,none,,,,978-090-8126,$50000 to $74999,2,,bike,180,180,0,,,english,english,,,,,,,A,,
79722299,Cornie,McCready,7,Winni,Arts,none,Stanfield,none,,978-887-8867,$35000 to $49999,4,,car,124,180,0,,,spanish,english,TRUE,,,,,,P,Not_Meeting,
79113033,Anita,Jewar,10,Sophi,Business,associate,Haven,none,,978-478-9359,$50000 to $74999,0,,car,180,180,0,,,english,english,,,,,,,NI,Meeting,
62548720,Michele,Spavon,14,Chandra,,none,Mayne,,Sales,978-672-4398,,0,,car,180,180,0,,,english,english,,,,,,,P,Meeting,
27919139,Hughie,Gisborne,7,Jennie,Service,none,,,,978-770-0721,$75000 to $99999,1,,car,180,180,0,,,,english,,,,,TRUE,,NI,Not_Meeting,
42828446,Lind,Raitie,6,Cammy,Science,associate,,,,978-286-7205,$50000 to $74999,3,0,car,119,180,0,,,spanish,english,,,,TRUE,TRUE,,,Meeting,TRUE
77310441,Parrnell,Ilson,12,Mead,Arts,associate,,,,978-371-5843,$75000 to $99999,4,,car,180,180,0,,,english,english,,,,,,,NI,Not_Meeting,
21514142,Jacquelynn,Soggee,6,Seana,Natural Resources,associate,Stanly,associate,Office,978-968-2642,$150000 or more,1,0,bike,180,180,0,,,english,english,,,,,,,,Partially_Meeting,TRUE
38079614,Goran,Blockey,6,Marne,Science,bachelor's,Dominique,none,Business,978-250-3118,$50000 to $74999,0,,car,180,180,0,TRUE,YWCA,spanish,english,TRUE,,,,,,,Partially_Meeting,TRUE
37944734,Janel,Ivett,12,Hertha,Production,none,,,,978-857-2719,$100000 to $149999,3,4,bike,180,180,3,,,spanish,english,TRUE,,,,,,NI,Not_Meeting,
5852177,Alaric,Quarterman,16,Adelina,Sales,none,Chris,none,Other,978-820-1290,$50000 to $74999,4,,car,180,180,0,,,english,english,,,,,TRUE,,W,Not_Meeting,
9717674,Jake,Codeman,10,Henryetta,Natural Resources,none,,,,978-681-1208,$150000 or more,3,,car,180,180,0,TRUE,Discovery,,english,,,,,TRUE,,A,Partially_Meeting,
64520565,Ricki,Cheeney,12,Kailey,Sales,associate,Zeke,none,,978-356-8764,$100000 to $149999,3,,car,180,180,0,,,english,english,TRUE,,,,,,NI,Partially_Meeting,
25129215,Irina,Diano,16,Annice,,none,,,,978-684-3091,$50000 to $74999,3,,car,180,180,0,,,english,spanish,,,,,TRUE,,NI,,
33080638,Maddy,Fann,16,Beatrisa,Business,associate,Averell,associate,,978-208-2552,$100000 to $149999,3,,car,118,180,0,,,english,english,TRUE,,,,TRUE,,LEP,Meeting,
72995017,Bill,Matzel,18,Ginni,,,Weylin,,Service,978-616-5276,$50000 to $74999,0,,car,180,180,0,,,english,spanish,,,,,TRUE,,W,Not_Meeting,
12297671,Flin,Le Blanc,16,Ruthi,Business,none,,,,978-709-1721,$75000 to $99999,2,,car,173,180,0,,,english,english,,,,,,,A,,
5020529,Gracie,Catherine,17,Gilligan,Science,none,Mikael,none,Office,978-658-6500,$75000 to $99999,1,,bike,180,180,0,,,english,english,,,,,TRUE,,NI,Exceeding,TRUE
2699424,Devondra,Robben,10,Rhea,Science,associate,Noby,associate,Business,978-201-2723,$100000 to $149999,4,,car,94,180,0,TRUE,Discovery,english,english,,,,,,,NI,Not_Meeting,TRUE
15553932,Maxi,O' Markey,8,Elva,,none,Zacharia,,Office,978-375-6778,$75000 to $99999,4,,car,180,180,0,,,english,spanish,,,,,TRUE,,P,Meeting,
57880116,Gunilla,Scriver,10,Pauli,Management,masters,Adamo,trade,Business,978-738-4570,$100000 to $149999,1,,car,180,180,0,,,english,english,,,TRUE,,,,NI,Exceeding,TRUE
87251585,Raf,Masser,6,Cristie,,masters,Wolfgang,,,978-331-6448,$5000-$9999,3,,bike,180,180,0,,,english,english,TRUE,,,,,,,Partially_Meeting,
19486790,Etti,Menilove,10,Amelie,Sales,none,Pepe,none,Business,978-931-7162,$35000 to $49999,1,,bike,180,180,0,,,spanish,english,,,,,TRUE,,NI,Exceeding,
25782793,Linea,Sexti,13,Kimberlyn,,bachelor's,Beltran,,,978-942-8968,$150000 or more,2,,car,180,180,0,,,english,english,,,,,,,W,Not_Meeting,
27347254,Salvador,Durnell,10,Edi,,none,Nicholas,none,Other,978-442-9026,$50000 to $74999,2,,car,180,180,0,,,english,english,,,TRUE,,TRUE,,,Partially_Meeting,TRUE
77541790,Thomasin,Luff,17,Simonette,Service,associate,,,,978-239-0764,$75000 to $99999,2,1,walk,180,180,0,,,english,english,TRUE,,,,TRUE,,A,Meeting,
48009971,Wanids,Drexel,15,Cloris,Office,bachelor's,,,,978-199-3990,$75000 to $99999,3,,car,180,180,0,,,spanish,english,,,,,,,NI,Exceeding,
35080042,Clarke,Ousley,14,Paloma,,none,,,,978-750-0322,$50000 to $74999,1,,car,168,180,0,TRUE,Discovery,english,english,,,,,,,NI,Meeting,
30190975,Connor,Murty,18,Natalie,Science,associate,,,,978-178-6843,$100000 to $149999,1,4,car,180,180,0,,,,english,,,,,,,P,Meeting,TRUE
41485616,Levon,Suthren,12,Elsa,,,Lawrence,,Other,978-056-4659,$150000 or more,2,0,car,180,180,0,,,english,english,,TRUE,,,,,P,Exceeding,TRUE
9218163,Shirley,Pettingall,6,Carri,Transportation,associate,,,,978-301-8482,$50000 to $74999,0,0,car,162,180,0,TRUE,Discovery,english,english,,,,,TRUE,,,Partially_Meeting,TRUE
93321847,Jessie,Richardin,5,Vale,Maintenance,associate,Renault,none,Science,978-837-9152,$100000 to $149999,1,,walk,175,180,0,,,english,english,,,,,,,,Not_Meeting,
48896698,Bruce,Larciere,10,Aubrie,,associate,Hewitt,,Other,978-899-5845,$150000 or more,1,,bike,180,180,0,,,english,spanish,,,,,,,P,Exceeding,TRUE
83626381,Natalee,Gladdish,6,Donetta,Other,associate,Leicester,trade,Business,978-743-0791,$100000 to $149999,3,,car,180,180,0,,,english,english,,,TRUE,,,,,,TRUE
28632435,Erda,Grose,15,Marlie,Management,trade,Wes,associate,Transportation,978-917-7765,$50000 to $74999,0,,car,94,180,0,TRUE,Boys & Girls Club,spanish,english,TRUE,,,,TRUE,,P,Not_Meeting,
32596171,Mellisent,Toolin,10,Cecelia,Arts,none,,,,978-613-4337,$10000 to $14999,2,,car,175,180,0,,,english,spanish,,,,,TRUE,,P,Exceeding,
50911508,Sean,Roos,12,Cacilie,Office,none,,,,978-657-8378,$75000 to $99999,3,,car,180,180,0,,,english,english,,,,,TRUE,,NI,Meeting,
25344834,Dewitt,Crosfeld,18,Viviana,Other,none,Skip,masters,Office,978-106-7477,$50000 to $74999,0,,car,180,180,0,,,spanish,english,,,,,,,P,Exceeding,
30686689,Dacie,Harling,17,Korrie,Science,none,Arlin,associate,,978-182-9102,$150000 or more,3,,car,65,180,0,,,english,english,,,,,,,W,Partially_Meeting,
82433422,Steve,Whiston,9,Jeanine,Service,none,,,,978-940-2431,$75000 to $99999,0,,car,175,180,2,,,spanish,english,,,,,,,P,Partially_Meeting,
40881233,Sam,Tett,5,Constantina,Sales,none,Merv,bachelor's,Service,978-263-2624,$75000 to $99999,4,,car,180,180,0,TRUE,Discovery,english,english,,,,TRUE,,,,,TRUE
17902909,Zacharie,Hevey,17,Aile,,none,Bronny,,Construction,978-014-6745,$100000 to $149999,3,,car,96,180,0,TRUE,Discovery,spanish,english,,,,TRUE,TRUE,,W,Meeting,
10393810,Hilde,Danson,18,Valentina,Business,associate,Rossy,none,Office,978-601-7274,$150000 or more,4,,car,180,180,0,,,spanish,english,TRUE,,,,,,NI,Meeting,
93739422,Tab,Symms,10,Kati,Science,associate,Kennie,associate,,978-288-9604,$50000 to $74999,1,,walk,180,180,0,,,english,english,,,,,,,P,Exceeding,
61798858,Cheston,Lindholm,11,Miran,Science,,Fonz,trade,Management,978-346-6565,$20000 to $24999,1,,bike,67,180,0,,,english,english,,,TRUE,,,,NI,Exceeding,
55120917,Harwilll,Manston,18,Kaile,Science,associate,,,,978-962-5466,$50000 to $74999,0,,car,180,180,0,,,english,english,,,TRUE,,,,NI,Exceeding,TRUE
5375945,Wallis,Hanstock,10,Rochell,,masters,Nickola,,,978-833-2229,$150000 or more,3,,car,180,180,0,,,english,english,,,,,,,NI,Meeting,
25995909,Terrijo,Dondon,17,Sibelle,Management,none,Gil,masters,Construction,978-070-8656,$15000 to $19999,2,,car,180,180,0,,,english,english,,,TRUE,,,,P,Partially_Meeting,
57780868,Aurlie,Spuffard,8,Rodina,Business,none,,,,978-848-7453,$15000 to $19999,3,,car,180,180,0,,,english,english,,,,,TRUE,,P,Meeting,TRUE
56199334,Welsh,Shadfourth,9,Melosa,,associate,Christophorus,,Sales,978-386-9052,$75000 to $99999,1,,bike,180,180,0,,,spanish,english,,,,,TRUE,,MED,Partially_Meeting,
84392583,Raffaello,Sibbson,6,Noella,Office,associate,,,,978-416-2765,$100000 to $149999,4,,car,180,180,0,,,english,spanish,,,,,,,,Partially_Meeting,
2045114,Denny,Wragge,17,Dawn,Service,,Hugh,bachelor's,Natural Resources,978-927-1848,$150000 or more,3,,car,180,180,0,TRUE,Discovery,,english,,,,,,,A,Meeting,
33073498,Roz,Craddock,10,,,associate,,,,978-718-5684,$75000 to $99999,0,,car,180,180,0,,,spanish,english,,,,,,,P,Partially_Meeting,TRUE
27654093,Muire,Dace,12,Ki,Office,none,,,,978-002-8977,$100000 to $149999,3,,car,180,180,0,,,english,english,TRUE,,,,TRUE,,NI,Not_Meeting,TRUE
62019234,Lucita,Peter,11,Allina,,none,Briant,,Arts,978-085-6358,$100000 to $149999,1,2,car,180,180,0,,,english,english,,,,,TRUE,,NI,Not_Meeting,
19738733,Ardys,Harlett,5,Bella,Office,associate,Riobard,none,Management,978-743-9836,$50000 to $74999,1,,car,180,180,0,,,english,english,,,TRUE,,TRUE,,,Not_Meeting,TRUE
22756137,Jeanne,Blatchford,9,Roselin,,associate,Papageno,,Transportation,978-740-7461,$100000 to $149999,0,,walk,180,180,0,,,english,spanish,,,TRUE,,TRUE,,PRG,Not_Meeting,
90044361,Elke,Golborne,7,Trudy,Maintenance,masters,Gauthier,associate,Management,978-310-8385,$75000 to $99999,4,,car,180,180,0,,,english,english,,,TRUE,,,,P,Partially_Meeting,
24050963,Konstanze,Rumke,13,Margarete,Management,none,,,,978-084-2942,$75000 to $99999,2,2,car,180,180,0,,,english,english,,,,,TRUE,,PRG,Meeting,
54969273,Lissa,Newburn,18,Mamie,Business,associate,,,,978-928-6497,$100000 to $149999,4,,car,180,180,0,,,,english,,,,,TRUE,,P,Not_Meeting,
46156683,Rochette,Purle,11,Seana,,associate,Rafaellle,none,Service,978-727-4886,$35000 to $49999,1,,car,180,180,0,,,,english,,,,,TRUE,,NI,Exceeding,
48672048,Oby,Tattoo,18,Clareta,Construction,associate,Arturo,trade,,978-730-5367,$75000 to $99999,1,,car,180,180,0,,,spanish,english,,,,,TRUE,,P,Not_Meeting,
95460376,Cathrin,Alexandre,12,Meggy,Service,,Natty,associate,Service,978-436-2772,$25000 to $34999,3,,car,180,180,0,,,english,english,,,,,,,P,Meeting,
5539403,Helsa,Bonefant,10,Hayley,Arts,none,Duffy,associate,Business,978-413-7400,$50000 to $74999,0,,car,180,180,0,,,english,english,,,TRUE,TRUE,TRUE,,NI,Not_Meeting,TRUE
82850339,Herculie,Mcwhinney,14,Brenn,,none,Ive,,Office,978-099-7816,$50000 to $74999,1,,bike,180,180,0,,,,english,,,,,,,P,Partially_Meeting,
83796162,Ameline,Myerscough,6,Jessy,Arts,none,,,,978-490-0269,$100000 to $149999,1,,car,180,180,0,,,english,english,,,,,TRUE,,,,
98675054,Martha,Plaskitt,8,Sybil,Management,associate,Ody,masters,Other,978-988-9605,$75000 to $99999,0,,walk,67,180,0,TRUE,Discovery,english,spanish,,,,,,,NI,Not_Meeting,TRUE
19402298,Christina,Lowson,17,Albina,Production,associate,,,,978-245-1815,$100000 to $149999,3,,bike,180,180,0,TRUE,YWCA,spanish,english,,,,,,,P,Partially_Meeting,
44759304,Katerina,Vasichev,6,Alexine,Science,none,,,,978-065-6381,$50000 to $74999,3,,bike,180,180,0,,,english,english,,,,,,,,Exceeding,
93484450,Renate,Coplestone,17,Yelena,Other,none,Rinaldo,associate,Sales,978-856-8192,$75000 to $99999,2,,bike,180,180,0,,,english,english,,,,,TRUE,,NI,Partially_Meeting,
86892284,Foss,Finnimore,8,Margo,Science,bachelor's,Shelton,none,,978-751-6736,$100000 to $149999,4,,car,89,180,0,,,spanish,english,,,,,TRUE,,NI,Meeting,
53049710,Tarrah,Every,10,Michaelina,,associate,,,,978-074-6957,$50000 to $74999,2,,car,180,180,0,,,,english,,,,,,,P,,TRUE
27746417,Laureen,Outhwaite,9,Ermina,Sales,none,,,,978-164-8521,$100000 to $149999,0,2,car,180,180,0,,,spanish,english,TRUE,,,TRUE,TRUE,,NI,Partially_Meeting,
54272036,Sile,Dafydd,17,Chrissy,Sales,none,Hermon,associate,Arts,978-505-9833,$100000 to $149999,3,,walk,180,180,0,,,english,english,TRUE,,,,,,,Meeting,TRUE
88291524,Hershel,Dregan,11,Terza,,none,Antin,,Science,978-177-9258,$50000 to $74999,1,,car,180,180,0,TRUE,YMCA,spanish,english,,,TRUE,,TRUE,,P,Not_Meeting,
6228983,Smitty,Fortun,14,Noni,,none,Ruggiero,,,978-057-1700,$100000 to $149999,2,,car,180,180,0,,,english,english,,,,,,,A,Not_Meeting,
48595139,Rheta,Bernardoni,12,Arlen,,associate,Corbett,bachelor's,,978-803-1684,$75000 to $99999,2,,car,175,180,0,,,,english,,,,,,,NI,Meeting,TRUE
27047387,Gleda,Benardette,13,Rosina,,none,Law,none,Science,978-247-6503,$150000 or more,1,,bike,180,180,0,,,spanish,english,,,,,,,P,Partially_Meeting,TRUE
5421952,Chiquia,Fisby,18,Auberta,Transportation,none,Jeth,bachelor's,Management,978-159-8557,$25000 to $34999,4,4,car,180,180,0,,,english,english,,,,,,,NI,Partially_Meeting,TRUE
20510259,Kaylyn,Gress,15,Bethanne,,,Forrest,,Management,978-917-7764,$35000 to $49999,1,,car,180,180,0,,,english,english,,,,,,,P,Not_Meeting,TRUE
34775776,Nils,Aitkin,5,Sheila-kathryn,Management,masters,Luigi,none,Sales,978-842-3195,$50000 to $74999,1,,walk,180,180,0,,,english,english,,,TRUE,TRUE,,,,Meeting,TRUE
11733148,Gaylord,Probert,13,Bili,Transportation,associate,Pinchas,none,Natural Resources,978-817-9105,$100000 to $149999,1,,car,180,180,0,,,spanish,english,,,,,,,,Not_Meeting,TRUE
61685484,Ennis,Le Maitre,18,Van,Other,trade,,,,978-086-3284,$25000 to $34999,3,,car,180,180,0,TRUE,Discovery,english,english,,,,,,,NI,Exceeding,
26458072,Lucie,Daddow,15,Nicolea,Construction,none,Gunner,trade,Office,978-071-0166,$150000 or more,1,,car,180,180,0,,,english,spanish,,,,,,,,Not_Meeting,
42899927,Penn,Stanlick,10,Sacha,Science,,Yvor,trade,Management,978-099-3069,$150000 or more,4,3,car,180,180,0,,,spanish,english,TRUE,,,,TRUE,,W,Partially_Meeting,
7479708,Jammal,Thebeaud,11,Rycca,Other,associate,Neale,associate,,978-049-9998,$75000 to $99999,3,1,car,180,180,0,,,spanish,english,,,,,TRUE,,A,Not_Meeting,
33664175,Garvey,Rothery,15,Aila,Natural Resources,none,,,,978-415-3895,$150000 or more,1,3,car,180,180,0,,,english,english,,,,,TRUE,,P,,
80250966,Fergus,Schneider,13,Starla,,none,,,,978-879-1732,$50000 to $74999,2,,walk,130,180,0,,,english,english,,,,,,,P,Partially_Meeting,TRUE
31423077,Ody,Eshelby,13,Barb,Maintenance,associate,Kristoffer,none,Business,978-862-6110,$75000 to $99999,0,,car,180,180,0,,,spanish,english,,,,,,,P,Not_Meeting,TRUE
43902503,Creight,Simmank,16,Fedora,,masters,,,,978-647-5334,$75000 to $99999,2,2,car,180,180,0,,,english,english,,,,,TRUE,,P,Partially_Meeting,
47267063,Ralph,De Benedictis,17,Yetta,Arts,,Hillary,associate,Service,978-490-3295,$75000 to $99999,4,,bike,180,180,0,,,english,english,,,,,,,P,Partially_Meeting,
46764882,Wes,Hayball,12,Gabbie,Other,none,Burgess,none,Sales,978-745-1781,$20000 to $24999,2,,car,180,180,0,,,english,english,,,,,,,W,Not_Meeting,
89552575,Garrott,Beiderbecke,14,Vivi,,none,Barbabas,,Other,978-543-5052,$35000 to $49999,0,,car,180,180,0,,,english,english,,,TRUE,,TRUE,,P,Meeting,
58875335,Farlay,Haycox,8,Brina,Sales,associate,,,,978-206-7636,$150000 or more,0,,car,180,180,0,,,spanish,spanish,,,,,TRUE,,P,Meeting,
39960445,Gaby,Cockrem,6,Hortense,Service,,Peyton,none,,978-674-4842,$100000 to $149999,0,,car,180,180,0,,,english,english,,,,,,,,Exceeding,
3926565,Gwenny,Macek,18,Beulah,Transportation,none,,,,978-366-9993,$50000 to $74999,4,,car,180,180,0,,,spanish,english,TRUE,,,,,,NI,Meeting,
